District code,State,District,Latitude,Longitude,Population,Male,Female,Literate,Male_Literate,Female_Literate,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Workers,Male_Workers,Female_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Rural_Households,Urban_Households,LPG_or_PNG_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Total_Power_Parity,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Above_Rs_545000,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Ownership_Owned_Households,Ownership_Rented_Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,sex_ratio,Literacy Rate,Youth_Dependency_Ratio,Elderly_Dependency_Ratio
299,Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,395124,196285,198839,187527,87371,100156,67749,61526,34677,26748,13544,8039,2934,215217,165184,380401,154180,88839,65341,240944,50844,35766,2004,65566,12456,1646,271596,34,284,45,107559,76546,7171,7150,188,41677,510,4333,528,63,213,141,9,45836,30960,291097,72934,30362,42117,9912,1931,2507,57268,6500,29889,8371,101.0,47.0,399.1238654125648,41.6294183782598
300,Assam,Kokrajhar,26.497246635730868,90.13997470997688,887142,452905,434237,489305,275220,214085,116899,166013,154715,78788,39571,17287,2733,576006,340601,916607,341131,236322,104809,546011,156753,56330,12423,115625,529068,252271,101091,93,1718,396,123,204896,17115,15089,782,41373,1218,14063,348,52,161,70,4,28132,52532,552671,224715,108956,135308,20774,3022,3688,171597,4205,42957,103512,96.0,55.0,245.94308346127315,48.486304875063965
302,Assam,Goalpara,26.017277777777807,90.59869891598912,1008183,513292,494891,563577,304302,259275,124700,213510,183904,73683,39885,18294,3464,657440,375071,1032511,362573,267118,95455,645610,126549,75828,14346,145850,347878,579929,77862,771,194,477,103,228610,39504,21455,970,78641,1364,13524,348,52,161,70,4,60181,129311,650509,239831,117427,149008,22705,3711,4475,190189,4793,44095,115683,96.0,56.0,271.2364123069995,48.96239435269002
303,Assam,Barpeta,26.427872264631056,90.97912010178116,1693622,867004,826618,897058,499038,398020,210607,307884,300845,121924,87377,46947,8007,1083591,664161,1747752,561824,445297,116527,1131798,205259,98946,30342,227277,492966,1198036,1020,112,49,399,14,447189,52192,50806,7977,84804,2078,25286,348,52,161,70,4,97152,243504,1072312,405046,215355,261844,36749,7012,8510,326160,7625,74876,220128,95.0,53.0,264.73832601729185,53.16803523550412
305,Assam,Nagaon,26.26462170626351,92.9306191144708,2823768,1439112,1384656,1710716,921850,788866,392616,638088,576214,199792,115864,66994,10351,1999919,873197,2873116,979998,766728,213270,1843770,346123,196174,38122,399579,1225246,1563203,26844,3036,1073,1162,61,674999,124186,89206,1134,195631,5121,45956,348,52,161,70,4,250174,422431,1778277,678034,366112,425164,57931,10355,12945,509358,32751,111783,362290,96.0,61.0,262.26959120044125,53.99611228935422
306,Assam,Sonitpur,26.73514926829268,92.85197804878044,1924110,983904,940206,1108572,620525,488047,216097,416218,377653,141373,90385,49901,6412,1298039,627141,1925180,770606,537195,233411,1153504,249123,114865,25719,380899,1422824,350536,138166,1363,5088,1003,221,483325,64528,70047,202,133368,4358,31254,348,52,161,70,4,177951,228882,1159991,501239,261648,284779,47266,7273,8779,323644,22030,104501,207718,96.0,58.0,231.42472952024883,52.200247785986335
307,Assam,Lakhimpur,27.14128805970149,94.0775949253732,1042137,529674,512463,683486,375552,307934,126950,212080,217497,107326,82885,44212,4731,795681,275677,1071358,429995,282250,147745,612142,239377,43922,10983,135713,797130,193476,46217,412,1074,250,2410,293239,34694,32104,62,60296,1948,15011,348,52,161,70,4,73904,117971,639385,268872,133615,149287,28914,5293,6388,183814,12407,51962,115599,97.0,66.0,237.8027462881966,49.69465024249457
308,Assam,Dhemaji,27.586533438485816,94.71336908517353,686133,351249,334884,423028,237761,185267,79107,138838,136371,80804,55399,28006,2868,521393,194984,716377,316800,186577,130223,369333,231937,19181,7224,58458,655052,13475,8711,297,911,167,6315,211758,16504,16547,78,28195,1192,10410,348,52,161,70,4,37742,57995,434221,169630,82051,93934,20387,3840,4715,122182,5984,38063,71165,95.0,62.0,255.98125331604078,48.37057124329423
309,Assam,Tinsukia,27.53549291139241,95.69055949367085,1327929,680231,647698,798322,453449,344873,150893,266717,276292,109805,61040,38152,7353,910252,417081,1327333,557196,366623,190573,770733,149482,47756,13241,346717,1181347,48373,76877,1999,16228,837,395,290704,90910,70471,178,161718,5135,27948,348,52,161,70,4,167479,217556,799874,352158,175377,189279,35088,6248,7686,179202,37251,69408,177588,95.0,60.0,227.1349791854792,49.800657659346086
310,Assam,Dibrugarh,27.30612284482757,95.0998282327587,1326335,676434,649901,884531,491361,393170,143189,243607,301287,139813,89500,59380,6984,983760,340744,1324504,560557,368013,192544,765778,135194,61209,14362,349792,1198401,64526,52968,2261,4673,1055,46,299852,77163,76292,137,136685,8817,34479,348,52,161,70,4,177759,214721,767147,371864,186774,196644,36264,6273,7610,195303,38157,69884,184468,96.0,67.0,206.29773250435642,50.22642686573586
312,Assam,Jorhat,26.76244824016563,94.30197722567289,1092256,556805,535451,794929,432335,362594,99454,201680,295444,128050,97025,62608,8433,892694,209170,1101864,498618,320746,177872,593638,145885,53153,31543,268037,1008219,54684,21051,1540,2378,719,578,286330,80824,71639,115,122063,5651,26357,348,52,161,70,4,145819,155435,604908,315550,171062,169163,29535,5070,6060,196137,21137,81844,104722,96.0,73.0,191.6995721755665,54.21074314688639
313,Assam,Golaghat,26.377219709794485,93.82583397823468,1066888,543161,523727,721764,396475,325289,117393,223902,261192,111145,66197,36887,4084,820800,258897,1079697,479928,309104,170824,586960,190590,66616,15068,207654,917426,90312,50582,1131,3863,530,1347,292893,34190,40889,70,82345,3073,17636,348,52,161,70,4,123520,153723,629153,289085,148244,166711,26763,4233,5039,193055,12450,64252,103715,96.0,68.0,217.63598941487797,51.28041925385267
314,Assam,Karbi Anglong,26.08966454598031,93.11536570271832,956313,490167,466146,557214,314253,242961,109324,212224,199289,93137,40602,18225,3426,676227,310093,986320,383441,246193,137248,572872,223020,60952,9861,89608,766000,20290,157789,370,6260,397,3568,215691,37185,18763,77,53918,1923,11340,348,52,161,70,4,51860,96932,618633,233739,103123,128097,22284,3645,4457,155192,16484,59185,62343,95.0,58.0,264.66828385506915,44.11886762585619
316,Assam,Cachar,24.815570668693017,92.86849650455927,1736617,886284,850333,1174128,639946,534182,256855,447993,379469,156156,79766,45341,12951,1378531,357907,1736438,608062,469752,138310,1128555,120356,68664,24466,394576,1038985,654816,37635,280,341,1673,98,346227,88933,62135,514,140205,5316,37541,348,52,161,70,4,159266,298041,1048990,444899,241776,277244,25131,3324,4092,324905,25190,169873,80138,96.0,68.0,235.78160436413657,54.344019653898975
317,Assam,Karimganj,24.69660712250711,92.3679498575498,1228686,625864,602822,795297,435942,359355,198059,333885,257931,76685,39637,21408,7903,935508,303785,1239293,399171,319798,79373,829515,94348,67033,17435,220355,521962,692489,11990,114,446,524,110,261945,32695,28261,177,70951,1933,24699,348,52,161,70,4,98861,210254,779850,284368,163990,183724,17384,2812,3552,230546,10212,120544,44183,96.0,65.0,274.2397175490913,57.6682327125415
318,Assam,Hailakandi,24.457496089385486,92.59154664804475,659296,337890,321406,407366,226836,180530,88596,177984,139029,50056,28504,11608,4265,500042,173306,673348,214240,170792,43448,445056,65673,31248,7313,110006,251194,397653,8480,84,490,247,636,159215,16202,11035,279,44143,1211,10615,348,52,161,70,4,49075,119292,419921,156243,82841,105304,7814,867,1050,134032,4264,75014,15369,95.0,62.0,268.76148051432705,53.0206153235665
319,Assam,Bongaigaon,26.45012521994133,90.6734296187684,738804,375818,362986,434078,237114,196964,93591,138294,133643,55924,35491,20221,2267,479431,260721,740152,255806,197542,58264,482998,83442,47406,9485,115473,359145,371033,5924,384,236,871,9,181923,38470,29937,788,49866,2523,12959,348,52,161,70,4,47000,84687,458796,184849,94939,109693,15859,3079,3822,134382,12007,28239,103898,97.0,59.0,248.20042304800137,51.36029948768995
321,Assam,Kamrup,26.170939452054807,91.58863273972592,1517542,778461,739081,995319,550219,445100,163849,290097,353861,154831,118849,55011,6444,1142942,392678,1535620,628954,428492,200462,888588,185803,99522,69106,274523,877495,601784,33297,319,185,1330,55,390596,43849,70272,1535,122191,3109,23468,348,52,161,70,4,124575,180800,895775,408232,212740,220941,39125,7179,8897,295002,7808,61695,197830,95.0,66.0,219.42792333770993,52.112524250916145
323,Assam,Nalbari,26.46323767605632,91.40598521126763,771639,396006,375633,531771,293184,238587,75866,141690,192771,81507,71734,39368,3693,606629,188960,795589,267623,210202,57421,504016,58070,34984,19302,155267,491582,277488,429,62,27,1004,9,210706,28238,37849,282,68313,1631,12360,348,52,161,70,4,80855,103600,442061,211320,117809,113423,19380,4112,5168,149314,4519,29026,109448,95.0,69.0,209.19032746545523,55.74910088964603
325,Assam,Darrang,26.58463215962442,92.04141338028155,928500,475273,453227,487039,268666,218373,119027,163277,161153,59039,47398,22267,3079,575240,375556,950796,324843,246864,77979,603657,129456,81617,10542,103228,327322,597392,1688,431,57,724,19,268517,20189,17676,863,45444,1166,12084,348,52,161,70,4,46789,95080,583436,226525,118102,144343,18049,2852,3432,180669,3789,43447,110458,95.0,52.0,257.5592098002428,52.13640878490233
327,West Bengal,Darjiling,26.839619571045585,88.33145067024122,1846823,937259,909564,1315585,717673,597912,183479,344865,402415,176129,113905,110193,12851,1343837,415353,1759190,683726,479586,204140,1163097,76178,66041,16579,524928,1366681,105086,141848,2032,209240,1840,15523,303284,215675,141897,3242,297176,10943,38065,3146,366,837,754,257,196540,251140,1031221,523288,289979,266477,55657,9374,11288,305878,48498,110011,144712,97.0,71.0,197.06566938282552,55.41480026295271
328,West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,3872846,1983064,1889782,2498780,1396622,1102158,455854,765613,814395,292056,150360,129393,18916,2626587,1203423,3830010,1512910,1091361,421549,2359936,214932,349672,30090,918216,3156781,445817,186279,2994,50676,1461,23816,798378,319426,138522,11934,382500,9322,48818,5160,863,1859,1088,114,302540,428531,2259507,1035449,575667,647052,93625,11798,13728,693346,77231,239567,478249,95.0,65.0,218.21518973894416,55.59588159339571
330,West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,3007134,1551066,1456068,1489667,853495,636172,402590,488047,422777,163106,73395,59457,12723,1622095,1431264,3053359,1075626,799627,275999,1931508,257377,442328,37978,337943,1482943,1501170,16702,477,432,1324,1622,683981,94269,39138,21596,199307,2883,31210,3214,710,1306,641,20,179022,164644,1916033,704859,385155,471345,60312,8186,9659,573488,10356,177469,343480,94.0,50.0,271.8320969158371,54.642843462309486
331,West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,1676276,857199,819077,1083685,596474,487211,247675,323965,327064,135556,63286,52345,5190,1155081,534394,1689475,702987,499560,203427,973289,193276,279932,32290,197489,1232850,412788,24794,276,148,323,2786,390949,70077,37186,14691,168069,2518,24318,2039,429,810,412,23,86762,145974,937283,465982,271423,300973,46022,5698,6579,381199,7064,146370,149127,96.0,65.0,201.14146039975793,58.24752887450588
332,West Bengal,Maldah,25.08026802575105,88.17191684549356,3988845,2051541,1937304,2086432,1152019,934413,478902,629137,595551,238078,109719,92207,18330,2161924,1960034,4121958,1537847,1086461,451386,2450998,255182,545759,196687,540219,1914352,2045151,13209,747,359,639,7929,830318,128678,54213,67852,297716,5357,63525,4191,946,1764,833,86,175732,266247,2511004,955283,520122,645609,92422,14596,17689,810212,12496,302336,305711,94.0,52.0,262.8544630229995,54.446902122198345
333,West Bengal,Murshidabad,24.25950655391121,88.16816860465121,7103807,3627564,3476243,4055834,2177187,1878647,837828,1428661,1210859,443254,230242,170051,25975,4346870,3031841,7378711,2589907,1985667,604240,4513900,381076,842294,466007,900530,2359061,4707573,18102,766,348,3037,7429,1501066,350899,92742,48912,541169,7951,79729,8088,1645,3099,1663,153,388157,617358,4390564,1717594,991413,1204751,161887,27361,32750,1481222,21489,510541,656450,96.0,57.0,255.62292369442372,57.72103302643116
334,West Bengal,Birbhum,24.06389342723,87.65153089201888,3502404,1790920,1711484,2158447,1201481,956966,417769,661190,622372,245201,122865,115743,15205,2200345,1346802,3547147,1331603,1029770,301833,2170801,227254,611510,65062,427777,2181515,1298054,10906,582,258,1152,6051,831044,134565,57010,25139,333752,5210,39636,3911,791,1609,790,105,186877,195797,2008655,952059,539463,607715,95683,15427,18110,764002,14309,387558,140634,96.0,62.0,210.98009682173057,56.66276984934757
335,West Bengal,Barddhaman,23.444453888888884,87.8150581111111,7717563,3966889,3750674,5247208,2918040,2329168,800473,1437198,1605634,698251,405935,439823,62616,5449930,2196886,7646816,2911251,2293083,618168,4806312,342166,973182,124558,1471345,6008472,1599764,21220,16675,1602,1674,44968,1364868,862368,292585,32635,1049943,32323,141387,13547,1379,3561,3277,835,804546,949552,4149420,2265543,1292913,1198350,240020,50967,62457,1485095,136517,660072,603999,95.0,68.0,183.15344268460143,57.068570316255304
336,West Bengal,Nadia,23.56410971055088,88.58293034547152,5167600,2653768,2513832,3480555,1878866,1601689,605490,1093403,1052487,412193,236828,209562,25491,3635454,1570127,5205581,1842607,1554090,288517,3324993,308742,556134,169138,808593,3728482,1382682,33835,849,514,281,16893,1081381,468390,168314,31121,623729,12787,77210,7048,1160,2429,1520,240,456320,955780,2745828,1484986,934417,929744,149929,23962,28090,1162914,31984,250539,837334,95.0,67.0,184.90598564565593,62.92429692939866
338,West Bengal,Hugli,22.87929264705881,88.00010264705891,5519145,2814653,2704492,4078388,2211777,1866611,676265,1172797,1174912,515807,333658,380060,44252,4297751,1180806,5478557,2152870,1713608,439262,3366275,259680,583380,111828,1197982,4574569,870204,7300,2662,1730,2160,49050,992085,647953,319815,21661,965258,31725,118459,9450,1048,2658,2224,463,613305,903933,2766489,1688206,1060821,869117,167315,34000,41423,1121201,111963,470212,483054,96.0,74.0,163.87152989623303,62.83717745346243
339,West Bengal,Bankura,23.081280892857155,87.12640053571437,3596674,1838095,1758579,2232992,1299337,933655,450029,545200,686924,261478,143882,133465,20379,2241357,1417787,3659144,1466220,1050822,415398,2130454,309723,647374,61386,447737,3033581,290450,3865,386,260,2904,260694,900515,90885,45126,45838,334670,4273,34128,3959,818,1684,785,82,136050,153487,1942335,1014764,637834,516864,122273,30691,38270,736418,10490,320938,149249,96.0,62.0,191.4075588018495,62.855402832579784
340,West Bengal,Puruliya,23.254192328767108,86.3968532876713,2930115,1496996,1433119,1624905,1002058,622847,299355,480046,528068,177459,91807,77621,10072,1664428,1272799,2937227,1249642,801254,448388,1680473,268800,492205,87560,401077,2373120,227249,8646,622,209,3052,309029,653219,99433,30675,33018,189889,3551,32862,3309,640,1332,670,71,66231,67448,1678057,764776,484166,377334,97784,25976,33073,546915,13996,226511,55184,96.0,55.0,219.41810412460643,63.30821050869797
341,West Bengal,Haora,22.401674174428507,87.99421176968654,4850029,2500819,2349210,3605206,1942824,1662382,516323,1059842,1084155,446743,284481,304594,37027,3733165,926661,4659826,1819845,1498170,321675,3030184,80575,181662,297774,1259834,3535844,1270641,8666,4380,1258,9699,1265,483384,869313,325053,14221,796953,30751,99261,9414,760,2195,2364,529,455139,768670,2587164,1423304,833104,749571,128097,28116,35527,861570,140302,463040,255927,94.0,74.0,181.77170864411255,58.53310325833413
342,West Bengal,Kolkata,22.550581481481483,88.3527648148148,4496694,2356766,2139928,3588137,1926915,1661222,255171,597841,820902,555529,425245,691804,89701,3436193,410988,3847181,1795740,1412466,383274,2700954,16039,12388,68438,1698875,3440290,926414,39758,13849,4771,21178,1452,0,1308106,623579,1866,927602,136618,252644,16375,363,1472,4507,3383,868116,915319,2025389,1433314,1014769,641384,112874,20397,25185,540172,385117,207658,698088,91.0,80.0,141.30811531876478,70.79879216975485
346,Jharkhand,Garhwa,24.082114689265527,83.68664265536722,1322784,683575,639209,653476,405161,248315,207665,195565,147446,87844,46882,28144,2830,716376,557852,1274228,571431,335451,235980,751353,113561,328673,14487,114710,1104475,194680,17168,123,371,20,4591,272872,19180,6798,304,29373,565,8881,1017,321,447,182,10,37316,18018,860869,284036,177599,191754,39555,7433,9354,250350,2997,120994,42515,94.0,49.0,303.0844681660071,62.526933205649996
347,Jharkhand,Chatra,24.11619945750453,84.93295804701627,1042886,533935,508951,510061,303902,206159,200861,161729,102033,63670,35342,21697,2046,587378,467975,1055353,397690,251213,146477,645196,119297,188513,14210,75670,903179,116710,6565,888,35,129,12936,200974,14528,5307,95,27037,590,9115,817,230,356,150,10,31242,18298,692650,222892,126682,122484,33192,9679,12905,176487,2533,94922,29054,95.0,49.0,310.75588177233817,56.83559750910755
349,Jharkhand,Giridih,24.30578509874329,86.08710915619386,2445474,1258098,1187376,1253475,783736,469739,503261,443980,261309,146464,77540,55122,8449,1496125,1047685,2543810,1036277,623946,412331,1409197,369913,362610,32544,271210,1856202,508586,14645,937,650,1503,59218,452564,46886,16909,7596,125431,1944,19976,2384,613,1029,440,34,65411,42269,1597269,533788,312967,236630,87379,31126,44335,381432,6860,205231,64045,94.0,51.0,299.232841502619,58.631329291778755
350,Jharkhand,Deoghar,24.33070100755672,86.75697632241814,1492073,775022,717051,793538,489837,303701,217460,266292,190171,96331,54419,43979,6699,875351,635544,1510895,551467,383691,167776,940606,128656,209693,39361,173757,1165140,302626,6027,143,188,282,16067,257373,64337,26760,2324,130193,1944,13550,1267,329,518,254,36,51685,42762,944961,338413,205514,167640,52209,15656,20691,249689,7201,137889,51356,93.0,53.0,279.23306728760423,60.72875451002177
351,Jharkhand,Godda,24.8189,87.2941735483871,1313551,677927,635624,604519,376212,228307,217607,190777,126766,79430,47395,30870,4002,696847,653464,1350311,552191,344019,208172,761360,144603,307767,18719,81102,937126,289182,37795,97,128,115,47067,276454,15576,7421,2877,43230,874,11925,1057,299,468,189,9,35837,26348,820367,308639,183519,175196,38394,8316,10349,245973,2288,135005,36301,94.0,46.0,265.80147032617396,59.460729201429494
352,Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,1150567,589391,561176,483263,287303,195960,146399,171416,110822,52248,28087,19832,2593,531397,637296,1168693,490202,295690,194512,660365,109975,206902,43179,130146,628044,398243,83208,198,245,125,38426,223450,37543,11545,2266,34879,591,9563,954,276,404,178,17,35220,34451,745027,261849,137727,167627,27575,4816,6039,217420,4553,117415,44115,95.0,42.0,284.52543259664924,52.597871292233314
353,Jharkhand,Pakur,24.57260428082189,87.69691969178076,900422,452661,447761,352881,206989,145892,100367,133770,79045,29934,15700,9822,1525,370163,548434,918597,404584,234012,170572,495838,105334,150028,19471,129751,410127,322963,75865,356,283,222,88760,200588,16587,5316,1931,31414,328,4535,691,212,301,125,8,15762,18395,587976,206826,104418,133902,20843,3322,3893,175835,2847,114465,11757,99.0,39.0,284.28534130138377,50.48591569725276
354,Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,2684487,1405956,1278531,1722204,1014950,707254,317918,501453,449506,305054,186697,107382,14615,1882625,662522,2545147,844504,658851,185653,1839983,97118,103488,25889,618009,2149480,431762,11243,9727,331,1268,77182,258764,405455,83995,1633,427173,11568,46646,3954,529,1305,966,288,224918,198464,1634835,648876,356445,339234,79304,18798,24696,359496,76629,179162,163958,91.0,64.0,251.94875446156124,54.93268359440017
355,Jharkhand,Bokaro,23.6814965034965,85.98398374125864,2062330,1072807,989523,1273520,759088,514432,242467,338861,342646,232434,154076,116396,21157,1448037,595924,2043961,685368,507677,177691,1376962,137521,126406,21671,399770,1636460,241451,13730,4174,1890,2045,160524,250312,258452,67157,940,274726,9754,37997,3604,539,1267,818,213,149320,130956,1261238,510375,282115,269417,62803,15150,19449,292464,67373,141889,139394,92.0,62.0,247.1198628459466,55.27602253245163
356,Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,461790,232629,229161,259707,149568,110139,82873,84920,63545,38503,21987,13847,976,306651,188323,494974,221332,121605,99727,240458,99780,80840,4449,36263,112378,95012,16770,51,33,15,235987,96759,14725,8016,1506,28769,351,2954,388,108,161,75,9,16335,13613,298844,100340,62244,64996,12442,2208,2687,87210,2967,47719,10565,99.0,56.0,297.8313733306757,62.033087502491526
358,Jharkhand,Palamu,24.196925968109337,84.20310842824594,1939869,1006302,933567,1024563,621706,402857,303053,296937,231565,160964,100290,63595,7117,1163521,803424,1966945,713175,473042,240133,1226694,133585,380976,19911,178703,1683169,238295,6164,734,188,284,5681,355529,52375,17270,611,68238,2155,19981,1515,411,654,283,23,82133,46445,1244572,425668,268387,248291,61734,14266,18690,346286,6419,155839,93084,93.0,53.0,292.3809165828768,63.050781360121036
359,Jharkhand,Latehar,23.72511185840708,84.48298743362837,726978,369666,357312,350682,209706,140976,109491,121529,88787,46142,23885,13956,1017,404807,349277,754084,313379,180106,133273,413599,103693,142729,9205,57752,473049,69808,47653,120,128,16,133525,146377,14137,2177,30,38194,340,6240,547,146,238,100,7,16406,14317,484084,152720,89870,93771,22795,3568,4556,127924,3721,66928,13556,97.0,48.0,316.9748559455212,58.84625458355159
362,Jharkhand,Dumka,24.275006125574265,87.27662450229711,1321442,668514,652928,672409,406275,266134,229157,229259,149009,69525,38383,25593,2697,743623,601078,1344701,624779,367108,257671,696663,193402,303084,23106,105187,1044726,106865,86404,234,267,162,78622,303697,23281,11836,1538,62110,1193,10396,1323,376,574,244,18,28625,26873,799323,324226,196164,188539,44808,7673,9036,267228,3967,146642,23295,98.0,51.0,246.53266548642,60.50224226311277
363,Jharkhand,Jamtara,23.97873318077801,86.95325080091534,791042,404830,386212,426312,258260,168052,131150,132014,85745,40613,22995,14802,1578,428897,366012,794909,326631,214740,111891,464411,106008,135667,11547,73409,550560,164406,4419,520,118,783,68564,165555,20113,5564,1093,49419,808,4959,540,150,234,101,8,17759,14710,480895,189889,116810,100935,27797,6697,8399,145904,3164,81943,20557,95.0,54.0,253.25058323546915,61.51488501177004
364,Jharkhand,Ranchi,23.184235061391547,85.31781937244203,2914253,1494937,1419316,1911433,1085244,826189,361522,547583,495515,370847,247237,195181,28424,2246309,613855,2860164,1142867,743967,398900,1771386,317487,267360,38452,519568,1612239,410759,193974,4826,932,2733,677445,420740,310242,164237,2203,350908,22538,76565,3805,674,1319,938,253,237057,227932,1742293,725938,409166,384633,85818,17433,22402,461581,79680,182802,199059,95.0,66.0,240.0057580674934,56.36376660265753
366,Jharkhand,Gumla,23.078532948929148,84.55056787479396,1025213,514390,510823,559720,321795,237925,136719,242580,182260,82114,45613,23742,2913,715941,322119,1038060,487508,264774,222734,537705,321272,97918,12771,55547,309563,51429,202449,221,531,23,457468,216629,16445,9108,384,31687,831,7807,849,242,370,155,10,19181,19545,643579,225871,155452,125906,32057,5990,7491,179247,7713,83958,20129,99.0,55.0,284.93210726476616,68.8233549238282
367,Jharkhand,Simdega,22.608760391198054,84.59193691931536,599578,300309,299269,343483,191991,151492,82317,130068,97580,47836,24842,13674,1197,397514,191341,588855,288645,159867,128778,310933,158019,90232,8011,32383,201524,15103,306601,51,753,114,73930,144169,11114,3472,10,16865,423,4649,496,148,214,92,7,9228,9547,357859,143560,97817,81090,13393,1740,2013,111052,4279,58894,9151,100.0,57.0,249.27486765115628,68.13666759543048
371,Orissa,Jharsuguda,21.827058566978184,83.93581682242987,579505,296690,282815,405879,228092,177787,69122,101541,103622,70928,32909,22010,7932,408064,143508,551572,247707,172018,75689,331798,40867,56809,15836,134195,553587,12783,10462,1441,80,70,67,103224,73962,18950,213,81433,2498,7555,870,157,265,194,26,34457,35184,320156,159477,98555,101028,12354,1663,1991,107762,21243,57057,34670,95.0,70.0,200.75371370166232,61.79888008929188
372,Orissa,Sambalpur,21.515752380952385,84.34958483245157,1041099,526877,514222,703691,393192,310499,133005,185289,171876,108455,50705,45828,13071,708229,282248,990477,505840,313161,192679,535259,86800,160798,59288,198954,964188,20120,50637,2506,310,86,1117,220697,94798,33612,282,126498,5231,14521,1548,282,454,356,88,56306,56878,565700,286575,186726,187345,21159,2471,2934,212516,27844,116059,57438,98.0,68.0,197.40033150135216,65.15781209107564
374,Orissa,Sundargarh,22.06354819277107,84.50524819277099,2093437,1061147,1032290,1342322,750147,592175,208100,350349,335380,243386,120373,94710,36590,1388888,660465,2049353,873227,584687,288540,1220210,184273,253327,26970,408657,1532352,71391,385011,5713,710,721,89986,387911,230151,77581,869,223537,12787,35024,3130,564,943,713,119,139057,132466,1188918,573238,324436,351438,44411,5684,6939,356607,73640,192348,118116,97.0,64.0,207.40390553312932,56.597085329304754
376,Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,2519738,1256213,1263525,1369397,794171,575226,283489,390037,385216,214921,92060,72847,17415,1455985,1094844,2550829,1223534,697782,525752,1296204,238772,568755,113808,302199,2113079,33706,15008,661,162,109,351714,689110,64479,29031,31051,140189,2950,17999,2747,799,951,388,31,61298,109355,1449729,650135,414076,430350,56862,6052,7021,559038,17104,236825,96329,101.0,54.0,222.98891768632666,63.69077191660194
377,Orissa,Baleshwar,21.48570932311624,87.08085828011933,2320529,1185787,1134742,1621232,902359,718873,342192,470502,416510,267354,112392,105962,27493,1742405,628627,2371032,932707,684020,248687,1387822,288818,358214,28736,256939,2197709,94254,6434,237,111,201,18345,601154,82440,36478,16382,296834,7370,28289,2664,728,889,420,46,99843,145565,1303828,622575,390611,399222,52884,9291,11631,502635,15734,162647,208631,96.0,70.0,209.42504919086056,62.741195839858655
378,Orissa,Bhadrak,20.95262735257214,86.81496204516931,1506337,760260,746077,1094140,596269,497871,210736,391081,297270,177013,71815,67536,17449,1232900,323145,1556045,468599,409559,59040,1037738,155956,151377,14451,146815,1398543,104202,745,169,81,111,61,373862,54244,15864,5815,164636,2637,15609,1711,485,580,252,14,58614,62233,848660,393629,260486,225412,44020,10122,13377,296688,8307,107092,108838,98.0,73.0,215.59895231296474,66.17551044257411
379,Orissa,Kendrapara,20.606319815982264,86.83763247572003,1440361,717814,722547,1089265,579970,509295,218444,357621,298557,203472,76449,75926,12507,1242976,294723,1537699,466890,386382,80508,973471,149264,143864,16544,157218,1386792,50247,1423,169,62,52,24,414749,23494,15879,4420,173107,1628,11836,1540,455,541,209,13,53594,58387,771284,374559,290894,243965,41936,7922,10098,318778,5112,139858,57321,101.0,76.0,205.91789277523702,77.66306509788845
381,Orissa,Cuttack,20.407640646029623,85.7776810228802,2624470,1352760,1271710,2011469,1103033,908436,289414,545514,513039,328319,159456,181601,45279,2062622,472182,2534804,936365,761876,174489,1688105,138698,248298,51809,497560,2457729,141263,11985,1026,6276,1180,168,579529,210768,103177,10451,349587,15046,40589,3852,743,1167,851,157,189715,205665,1372301,743090,499895,419696,66251,14098,18244,494043,58873,189955,236109,94.0,77.0,184.6749384327605,67.27247036025246
383,Orissa,Dhenkanal,20.79887159353349,85.53226836027711,1192811,612593,580218,829910,464093,365817,188872,238599,193395,132002,53162,43064,10903,859997,341887,1201884,435533,340552,94981,757278,71230,163636,17312,183355,1185542,4805,727,124,366,39,139,315390,36979,19846,1738,117172,1810,10600,1334,373,453,202,21,43089,51080,641697,326233,222398,214369,28592,3889,4631,263641,9666,96086,54498,95.0,70.0,196.69898508121494,68.17152158120116
